,text,title
1231,请给我把暖风的温度调低百分之5,HomeAppliance-Control
1232,来一首凤凰传奇的月亮之上，我要跳舞了,Music-Play
1233,问一下去香格里拉的机票还有几张,Travel-Query
1234,给我播放惊悚类的有声漫画,Video-Play
1235,2009年上的陈赫的电视剧可以播放一个么,FilmTele-Play
1236,播放蒋欣主演的天龙八部。,FilmTele-Play
1237,把风扇风速调到三挡。,HomeAppliance-Control
1238,随后黎明与乐基儿杨千与丁子高统统都被网络曝光已婚的事实,Other
1239,问侧田不怕郑融的绯闻男友刘浩龙听歌吃醋,FilmTele-Play
1240,起来了吗今天好冷多穿衣服看把你冻扁了,Other
1241,去年七月沧州下大暴雨了吗,Weather-Query
1242,查询明天大理紫外线会偏高吗,Weather-Query
1243,查下日历后天到底是几月几号啊,Calendar-Query
1244,后天呼和浩特空气质量怎么样,Weather-Query
1245,成都最近天气怎么样有雨吗,Weather-Query
1246,中文的最最悲伤的歌如生命要继续,Music-Play
1247,放空这个专辑里的歌曲随机来一首呢,Music-Play
1248,紫外线指数多少用不用防晒,Weather-Query
1249,黑胶时光节目我记得是星河音乐主持的帮我调一下,Radio-Listen
1250,帮我查询农历的几月几号是清明节啊,Calendar-Query
1251,今晚九点半在B站播出动漫转生成蜘蛛又怎样帮我找一下,Video-Play
1252,不是退休了吗怎么还在拍戏,Other
1253,我之前收听的FM107.8的怀旧好声音电台很好听的帮我找一下,Radio-Listen
1254,请给我读一下章鱼讲故事讲的科幻小说,Audio-Play
1255,有没有最新的日语歌听,Music-Play
1256,内蒙古可能会出现持续降雨吗,Weather-Query
1257,我想了解明天江西气温变化,Weather-Query
1258,麻烦关一下水浸传感器,HomeAppliance-Control
1259,我最喜欢看绝地求生的直播,Video-Play
1260,打开6月1日的名为走失儿童的纪录片,Video-Play
1261,我这边下雪了，老家山东那边天气怎么样？,Weather-Query
1262,自从婚变消息传出后谢霆锋与张柏芝从未就此事好好面谈,FilmTele-Play
1263,找个经典国漫看,Video-Play
1264,蔡明亮构思三年的新片脸将于下月一零日正式在法国卢浮宫开拍,Video-Play
1265,播放一下美国和加拿大出版的电影猫鼠游戏。,FilmTele-Play
1266,继续播放宁波的天气情况,FilmTele-Play
1267,侯门遗产风波陷瓶颈侯耀华绝无可能私了,Other
1268,给我播一个悬疑小说七宗罪,Audio-Play
1269,在哪些国家同性恋结婚是合法的,Video-Play
1270,放一下冯巩曹随风的小品我就这么个人听听看,Video-Play
1271,放一下英文版的钢铁是怎么炼成的小说,Audio-Play
1272,可不可以告诉我11月10日和11月9日哪天是星期日,Calendar-Query
1273,告诉我周三下午去长沙的汽车票,Travel-Query
1274,下周六是农历几月几号,Calendar-Query
1275,初学者这个专辑里面的花儿与少年可以给我播放一下不,Music-Play
1276,你现在在宿舍还是在上班,Other
1277,奈何里的女儿播放一下呢,Music-Play
1278,买的冰淇淋到了，冷冻柜的温度得调低啊。,HomeAppliance-Control
1279,继续收听一下频率是一零三点四的惠州人民广播电台,Radio-Listen
1280,元宵节在星期几,Calendar-Query
1281,随便播一个重生的有声小说,Audio-Play
1282,帮我查询明天苏州室外温度多少度,Weather-Query
1283,而此版的许多人物也是符合现在八零九零后们的口味,FilmTele-Play
1284,有什么方法可以让头发定型除发胶定型水外,Other
1285,你又不是我女朋友你怎么陪我呢,Other
1286,给我播放武侠类的有声漫画,Video-Play
1287,给我随便找一个已经完结的战斗动漫,Other
1288,望果节是周几,Calendar-Query
1289,男人是不是三十岁如狼四十岁如虎,Calendar-Query
1290,这时候没有空吃饭，帮我把电饭煲开启保温功能吧,HomeAppliance-Control
1291,查一下还有几趟班机去上海,Travel-Query
1292,吴奇隆走出情伤全力工作很充实很快乐,FilmTele-Play
1293,可以将8月12号到9月17号的提醒全部删除吗,Alarm-Update
1294,给我找一找吃货俱乐部在意大利拍的那一期,FilmTele-Play
1295,还能不能找到2015年上映的纪录片迈克尔杰克逊和他的时代,Video-Play
1296,今年最高点击的抖音歌曲来一首吧,Music-Play
1297,我要去曲靖市政府南门给我看看怎么去,Travel-Query
1298,嗯好啊过些天和海鹏我们一块儿回去肯定能进,Other
1299,陶子认为偶像已经有很多人在挖掘不差我一个,Other
1300,影院经理对非二有信心,FilmTele-Play
1301,周三北票有没有可能下雨,Weather-Query
1302,姜广涛的配音视频能帮我找一下吗,Video-Play
1303,内蒙明天会有大风出现吗,Weather-Query
1304,天水美女在新丝路比赛中的冠军,Video-Play
1305,可以帮我看看今天的广西公共有什么电视剧看吗,TVProgram-Play
1306,查询明天六点绥化有雨吗,Weather-Query
1307,换个唐嫣和窦骁演的时间都知道,FilmTele-Play
1308,快速回放中午中央5套的体育比赛,Video-Play
1309,情急之下两人向刘伟强发出邀请希望他能够支持,FilmTele-Play
1310,方舟子灭中医那是他搞不懂,FilmTele-Play
1311,切换到少儿频道正在播出的熊熊乐园3,TVProgram-Play
1312,可以把风扇调成直吹风吗,HomeAppliance-Control
1313,比较想看广东珠江的外来媳妇本地郎，帮我找一下,Video-Play
1314,随机播放90年代的经典音乐,Music-Play
1315,你对讲述人生意义类型的电影感兴趣吗,FilmTele-Play
1316,现在给我建一个提醒明天早上8点预约科目一考试，我怕我忘了,Alarm-Update
1317,我打你电话怎么打不通,Other
1318,呵呵不睡了中午再睡我去洗衣服了,Alarm-Update
1319,查看明天有没有三亚飞新加坡的飞机吗,Travel-Query
1320,今天下午9点的闹钟现在给我定好,Alarm-Update
1321,还有去广东哪里的高铁,Travel-Query
1322,将空调除湿功能开启吧,HomeAppliance-Control
1323,让我知道珠海去往广州的长途车发车了没,Travel-Query
1324,与健康同行是不是十二点四十分播放帮我看下,TVProgram-Play
1325,我要听用法语讲的顽皮的孩子的故事,Audio-Play
1326,把中央人民广播电台的文艺之声开开,Radio-Listen
1327,赵丽颖演的悬疑片谁是凶手继续播放,FilmTele-Play
1328,调一下空调温度到二十二度,HomeAppliance-Control
1329,有白色斑点的芦荟有毒吗用来敷脸效果怎样,Travel-Query
1330,9号回湖南的那个提醒能不能帮我删除了,Alarm-Update
1331,找到最近的快餐店的路,Travel-Query
1332,查询上个月中山的总降水量,Weather-Query
1333,日黄昏以为期兮下句是及出处,Calendar-Query
1334,新京报不过经历了低潮期一定也会有收获的是不是,Other
1335,现在希望可以听到法语版的依恋,FilmTele-Play
1336,给我定一个周四下午3点的闹钟,Alarm-Update
1337,杭州到南京我觉得飞机比较快,Travel-Query
1338,我现在想要你帮我记一下今天下午三点有一个重要会议要开,Alarm-Update
1339,查一下今年上元节是星期几,Calendar-Query
1340,查下日历明天的农历是多少啊,Calendar-Query
1341,走哪条路从天坛到西直门不绕远,Travel-Query
1342,梁家树表示香港很久没有拍这种题材了,FilmTele-Play
1343,问到男友是否经常逗她开心她说一直我都好开心本身好开心,Alarm-Update
1344,切换到正在直播的向幸福出发-2021-20,TVProgram-Play
1345,我不去当裁判了谢谢祝取得好成绩,Other
1346,面对传媒追访她只好强颜欢笑笔者上前问她对造型满不满意,Other
1347,我想看北京卫视的北京您早帮我搜索一下往期视频,TVProgram-Play
1348,请问成都市博物馆四川省博物馆地址电话谢谢,Other
1349,其实水货同行货比哪种好,Other
1350,电影频道5月26上午播出的天净沙回看一下,Video-Play
1351,能给我来一个剧情片大宅门吧,FilmTele-Play
1352,4月16日的斯里兰卡青睐中国这个视频能找到吗,Video-Play
1353,时隔两周何念工作室决定诉诸法律,FilmTele-Play
1354,明天是传说的世界末日,Calendar-Query
1355,晚上八点左右济南少儿有什么适合儿童看电视节目吗帮我看下,TVProgram-Play
1356,任达华半开玩笑地说袁咏仪好像已经怀孕了但被袁咏仪马上否定,FilmTele-Play
1357,查一下退伍军人节是星期几,Calendar-Query
1358,吕良伟妻子斥周刊造谣两女儿实为侄女图,Video-Play
1359,现在请收听可心的可心电台,Radio-Listen
1360,在书中琳恩还表达了自己在发现一六岁的女儿吸毒时的恐慌感,Other
1361,提醒我今天去营业厅办理业务,Alarm-Update
1362,请用英语播放王维的西施咏音频,Music-Play
1363,这种故意请模仿明星代言是否合理,Video-Play
1364,空调风速调至百分之50现在太小了,HomeAppliance-Control
1365,零点24播出的旅游景区天气预报再播放一遍,TVProgram-Play
1366,麻烦帮我播放泰国的讲校园青春的剧天使之恋,FilmTele-Play
1367,8月8号5点的闹钟帮我关掉了吗,Alarm-Update
1368,回放下广东珠江的元宵节联欢晚会,Video-Play
1369,刘晓庆曾拒绝与姜文合作再也不说做女人难,Music-Play
1370,杨颖觉得这是一件非常浪漫的往事,Music-Play
1371,到牛塘中学要怎么走啊,Travel-Query
1372,绵阳后天可能有雨吗,Weather-Query
1373,我想继续收听向菲主持的中国之声,Radio-Listen
1374,快点查查大前天是几号呢,Calendar-Query
1375,对此我感到十分内疚想透过这个道歉声明向大家表示深深的歉意,FilmTele-Play
1376,汪汪队立大功的相关视频按照时间顺序播放,Video-Play
1377,帮我查询然后给我订几张深圳到北京的机票,Travel-Query
1378,换一部电视换一部电影,FilmTele-Play
1379,来首侬本多情里面的情歌吧,Music-Play
1380,请问什么时候是元宵节,Calendar-Query
1381,我想查看4月30号的广西影视有什么令人心动的电影帮我看下,TVProgram-Play
1382,打开江苏卫视的父母爱情看一下,TVProgram-Play
1383,什么时候是花山节,Calendar-Query
1384,帮我看看中央人民广播电台老年之声的主持人是谁,Radio-Listen
1385,我想听70年代的爵士舞曲,Music-Play
1386,前天是几月几号,Calendar-Query
1387,我要听钢琴伴奏的英文歌曲呢,Music-Play
1388,现在就把空调关了吧，太费电了,HomeAppliance-Control
1389,好想收听中国国际广播电台的新闻,Radio-Listen
1390,画面中以一件印有红唇的恤蒙住嘴巴象征她在,Alarm-Update
1391,CCTV1在2点31的晚间新闻回放一下可以吗,TVProgram-Play
1392,记得在5月1号提醒我找周家伟拿钱,Alarm-Update
1393,我要听英文版的小星星。,Music-Play
1394,到湖州仓山区怎么走啊,Travel-Query
1395,帮我查一下周一上午会不会出太阳。,Weather-Query
1396,帮我搜索一下早上七点零一分的郑州大民生吧我想看下,TVProgram-Play
1397,我想看一部80年代的战争片,FilmTele-Play
1398,顺序播放一下张学友的醒着做梦里面的歌曲呢,Music-Play
1399,藏历年是什么时候,Calendar-Query
1400,麻烦推送下今晚的广东珠江的节目,TVProgram-Play
1401,鱼味男孩的节目帮忙回放忘了哪个台了,TVProgram-Play
1402,帮我打开今天的辽宁宜佳，我想看下载直播些什么,Video-Play
1403,昨天晚上珠江的六三零新闻打开了吗我想看下,TVProgram-Play
1404,立刻播放2020年4月出的动漫百妖谱,Video-Play
1405,林允儿拍的韩剧可以来一个看么,FilmTele-Play
1406,杨颖邓伦朱一龙演的我们是真朋友找到并帮我播放,FilmTele-Play
1407,给我找到开车到福州南站的路,Travel-Query
1408,空调给我关机啊,HomeAppliance-Control
1409,新报记者吴轶凡文朱良城摄,Other
1410,未来三天鸡西有雨吗,Weather-Query
1411,请帮我设置一个周六上午9点去钓鱼的闹钟。,Alarm-Update
1412,农历的惊蛰是星期几,Calendar-Query
1413,历史类型的广播剧播放一个吧,FilmTele-Play
1414,请告诉我复活节是几号。,Calendar-Query
1415,把榨汁机开开，我想榨点果汁。,HomeAppliance-Control
1416,下个月3号的下午5点出国的闹钟帮我设置下。,Alarm-Update
1417,放玻璃瓶中的妖怪这个故事的英语版,Audio-Play
1418,这雪什么时候能停,Weather-Query
1419,提醒我后天上午8点去交水费,Alarm-Update
1420,幺三八零七八七八八五幺,Radio-Listen
1421,搜索宁波电视台的健康有1套,Radio-Listen
1422,音乐电台有正在放摇滚的吧找来听听,Radio-Listen
1423,循环播放一下安徒生的童话故事拇指姑娘,Music-Play
1424,我想用我朋友的手机号码定位,Music-Play
1425,请播一下小铃铛这个故事给小孩子听,Audio-Play
1426,查询一下江苏今年的空气湿润程度,Weather-Query
1427,9号上午10点的签售会提醒我一下。,Alarm-Update
1428,我十点去郑州会不会堵车,Travel-Query
1429,我弟周一上午要开运动会，一定给我设置好闹钟,Alarm-Update
1430,帮忙告诉我怎么骑车去市政府吗,Travel-Query
1431,洗碗机已经把碗洗干净了，把它关掉吧。,HomeAppliance-Control
1432,请播放内地原来拍的古装戏杨三姐告状,FilmTele-Play
1433,你是不是忘记给我说今天也是充满希望的一天,Calendar-Query
1434,我想看今早的北京早间新闻，帮我换台,TVProgram-Play
1435,有声小说神藏播放一下,Audio-Play
1436,现在赶紧给我查10月11日是阴历多少,Calendar-Query
1437,中午11点40分的DV现场给我回放下吧,Video-Play
1438,我想观看演员李易峰主演的号手就位。,FilmTele-Play
1439,李冰冰亲们要点击查看大图才有效果呀,Travel-Query
1440,查询未来一周天津少雨吗,Weather-Query
1441,李湘骑着自行车缓缓前行穿着白色的连衣裙仿佛回到了校园时代,Weather-Query
1442,陕西交通广播的节目给按时间顺序播放,Radio-Listen
1443,随机找一个新闻电台啊,Radio-Listen
1444,今年的什么时候是陇端节,Calendar-Query
1445,就放一遍王宝强主演的唐人街探案三。,FilmTele-Play
1446,娱乐节目效果追求的就是语出惊人巨大反差,Music-Play
1447,我应该怎样骑车从国家大剧院到王府井呢,Travel-Query
1448,24个小时后去医院打针你能不能叫我一下 ,Alarm-Update
1449,立刻续播沈腾的电影,FilmTele-Play
